tokenized,sentiment,sentiment_nb,sentiment_svm,sentiment_vader,sentiment_textblob
"['i', '’', 'm', 'glad', 'buy', 'phone', 'i', '’', 've', 'never', 'new', 'phone', 'buying', 'amazon', 'way', 'cheaper', 'buy', 'carrier', 'even', 'apple', 'battery', 'life', 'get', 'phone', 'cycle', 'count', 'scratch', 'pick', 'crack', 'phone', 'perfect', 'condition', 'thankful', 'ship', 'arrive', 'day', 'late', 'i', '’', 'm', 'sure', 'feel', 'problem', 'otherwise', 'come', 'within', 'day', 'order', 'also', 'problem', 'set']",positive,positive,positive,positive,positive
"['extremely', 'disappointed', '“', 'excellent', '”', 'refurbish', 'iphone', 'beyond', 'disappointed', 'purchase', 'buy', 'phone', 'base', 'description', '“', 'excellent', 'refurbish', '”', 'condition', 'couldn', '’', 't', 'truth', 'here', '’', 's', 'i', '’', 'm', 'give', 'star', 'rating', 'overheat', 'issue', 'phone', 'get', 'hot', 'quickly', 'basic', 'use', 'even', 'browse', 'texting', 'it', '’', 's', 'uncomfortable', 'hold', 'concern', 'longterm', 'use', 'battery', 'life', 'terrible', 'despite', 'description', 'claim', 'battery', 'phone', 'drain', 'ridiculously', 'fast', 'barely', 'make', 'hour', 'need', 'charge', 'phone', 'advertise', '“', 'excellent', '”', 'unacceptable', 'stuffed', 'camera', 'camera', 'visible', 'cuff', 'make', 'seem', 'like', 'effort', 'make', 'refurbished', 'inspect', 'phone', 'properly', 'sell', 'battery', 'cycle', 'mislead', 'phone', 'already', 'cycle', 'isn', '’', 't', 'would', 'expect', 'battery', 'advertise', 'nearly', 'new', 'level', 'wear', 'disclose', 'upfront', 'stick', 'without', 'option', 'can', '’', 't', 'go', 'without', 'phone', 'i', '’', 'm', 'stick', 'super', 'device', 'predicament', 'didn', '’', 't', 'sign', 'forth', 'suppose', 'reliable', 'refurbish', 'phone', 'feel', 'like', 'i', '’', 've', 'sell', 'something', 'far', '“', 'excellent', '”', 'i', '’', 'm', 'disappointed', 'purchase', 'would', 'strongly', 'recommend', 'others', 'avoid', 'seller', 'option', 'would', 'return', 'immediately']",negative,negative,negative,negative,positive
"['bad', 'renew', 'come', 'described', 'wasn', '’', 't', 'expect', 'come', 'perfect', 'condition', 'everything', 'work', 'great', 'test', 'everything', 'camera', 'miss', 'far', 'everything', 'work', 'great', 'thing', 'bad', 'people', 'might', 'care', 'battery', 'capacity', 'witch', 'mine', 'come', 'sometime', 'i', '’', 've', 'see', 'come', 'low', 'it', '’', 's', 'bad', 'u', 'don', '’', 't', 'use', 'ur', 'phone', 'hard', 'use', 'something', 'keep', 'mind']",positive,positive,positive,positive,positive
"['buyer', 'skeptical', 'anxietylets', 'start', 'say', 'review', 'leave', 'best', 'one', 'date', 'ton', 'detail', 'spend', 'literally', 'week', 'search', 'phone', 'refurbish', 'sell', 'amazon', 'see', 'click', 'specific', 'phone', 'scroll', 'little', 'phone', 'sale', 'different', 'condition', 'likely', 'condition', 'phone', 'come', 'different', 'company', 'see', 'alot', 'review', 'people', 'get', 'slam', 'get', 'defective', 'phone', 'scroll', 'review', 'company', 'start', 'star', 'star', 'obviously', 'star', 'sell', 'product', 'many', 'hour', 'venture', 'phone', 'one', 'company', 'seem', 'stand', 'network', 'store', 'bad', 'review', 'major', 'late', 'delivery', 'reason', 'boy', 'like', 'use', 'index', 'thats', 'okay', 'order', 'first', 'one', 'get', 'day', 'half', 'later', 'technically', 'day', 'early', 'original', 'delivery', 'datewhen', 'open', 'package', 'check', 'phone', 'great', 'shape', 'minor', 'issue', 'nothing', 'truly', 'complain', 'consider', 'price', 'start', 'hello', 'screen', 'set', 'data', 'transfer', 'notice', 'get', 'way', 'end', 'update', 'new', 'phone', 'crash', 'reset', 'phone', 'hope', 'would', 'reset', 'transfer', 'update', 'wrong', 'crash', 'new', 'phone', 'get', 'transfer', 'disconnect', 'sim', 'card', 'phone', 'two', 'phone', 'service', 'late', 'night', 'wake', 'next', 'day', 'take', 'new', 'phone', 'apple', 'get', 'help', 'explanation', 'fix', 'say', 'could', 'help', 'need', 'plug', 'phone', 'repair', 'laptop', 'agree', 'plug', 'phone', 'realize', 'port', 'phone', 'damage', 'need', 'replace', 'cost', 'anywhere', 'grasp', 'phone', 'anxiety', 'frustration', 'leave', 'store', 'immediately', 'go', 'tech', 'store', 'see', 'would', 'charge', 'quoted', 'go', 'phone', 'carrier', 'get', 'another', 'sim', 'card', 'host', 'could', 'service', 'start', 'process', 'get', 'refund', 'amazon', 'app', 'amazon', '’', 's', 'customer', 'service', 'reach', 'company', 'notify', 'issue', 'confirm', 'hear', 'back', 'seller', 'within', 'hour', 'eventually', 'hear', 'company', 'tell', 'issue', 'immediately', 'send', 'prepaid', 'label', 'send', 'phone', 'back', 'day', 'day', 'later', 'receive', 'another', 'pro', 'max', 'gig', 'black', 'titanium', 'phone', 'nothing', 'less', 'excellent', 'shape', 'hour', 'data', 'transfer', 'able', 'sit', 'say', 'boy', 'truth', 'correct', 'defective', 'product', 'even', 'well', 'one', 'overly', 'press', 'say', 'book', 'mark', 'company', 'particular', 'come', 'buy', 'anything', 'refurbish', 'hope', 'give', 'someone', 'idea', 'integrity', 'deny', 'easy', 'process', 'yes', 'hockey', 'freak', 'thinking', 'come', 'throughthe', 'next', 'best', 'thing', 'tell', 'please', 'research', 'come', 'jump', 'old', 'phone', 'new', 'phone', 'general', 'go', 'pro', 'max', 'pro', 'max', 'process', 'eliminate', 'physical', 'sim', 'card', 'put', 'real', 'bindlast', 'least', 'update', 'phone', 'firstafter', 'update', 'reset', 'phone', 'start', 'data', 'transfer', 'process', 'else', 'fail', 'connect', 'phone', 'laptop', 'dfu', 'mode', 'manually', 'update', 'first', 'phone', 'get', 'could', 'update', 'first', 'load', 'stuff', 'never', 'know', 'port', 'issue', 'since', 'figure', 'mean', 'couldn', '’', 't', 'manually', 'update', 'fix', 'crash', 'phone', 'get', 'first', 'timezone', 'thanks', 'correct', 'can', 'not', 'wait', 'take', 'picture', 'videos', 'daughter', 'summer', 'new', 'phone']",positive,positive,positive,positive,positive
"['recently', 'purchase', 'phone', 'arrive', 'absolutely', 'flawless', 'condition', 'battery', 'cycle', 'count', 'impressively', 'low', 'indicate', 'minimal', 'use', 'however', 'find', 'quite', 'puzzle', 'app', 'indicate', 'ineligible', 'trade', 'seem', 'rather', 'suspicious', 'reach', 'apple', 'clarification', 'unable', 'provide', 'explanation', 'issue', 'despite', 'phone', 'function', 'perfectly', 'need', 'absolutely', 'odore']",positive,positive,positive,positive,positive
"['get', 'phone', 'three', 'day', 'gon', 'na', 'two', 'get', 'delay', 'shipping', 'say', 'would', 'week', 'get', 'request', 'refund', 'give', 'phone', 'minimal', 'imperfection', 'take', 'light', 'actually', 'see', 'anything', 'condition', 'get', 'excellent', 'would', 'say', 'excellent', 'condition', 'battery', 'health']",positive,positive,positive,positive,positive
"['purchase', 'apple', 'iphone', 'pro', 'max', 'renew', 'didn', '’', 't', 'see', 'need', 'pay', 'full', 'price', 'brand', 'device', 'phone', 'arrive', 'aftermarket', 'box', 'thirdparty', 'charger', 'expect', 'issue', 'withthe', 'phone', 'small', 'scratch', 'noticeable', 'wear', 'case', 'disappointing', 'understandable', 'renew', 'product', 'discount', 'pricethe', 'battery', 'life', 'decent', 'run', 'battery', 'health', 'check', 'upon', 'receive', 'find', 'around', 'charge', 'cycle', 'expect', 'give', 'release', 'date', 'say', 'four', 'month', 'use', 'battery', 'hold', 'well', 'hasn', '’', 't', 'concernperformancewise', 'phone', 'fast', 'responsive', 'everything', 'expect', 'pro', 'max', 'love', 'usc', 'charge', 'access', 'new', 'apple', 'ai', 'feature', 'make', 'experience', 'even', 'betteroverall', 'great', 'option', 'you', '’', 're', 'okay', 'wear', 'tear', 'offer', 'solid', 'performance', 'reasonable', 'price', 'manage', 'expectation', 'regard', 'cosmetic', 'condition']",positive,positive,positive,positive,positive
"['get', 'phone', 'birthday', 'partner', 'first', 'hesitant', 'review', 'must', 'say', 'use', 'phone', 'month', 'i', '’', 'm', 'happy', 'scratch', 'issue', 'screen', 'spoiler', 'battery', 'life', 'excellent', 'complaint', 'wasn', '’', 't', 'package', 'iphone', 'box']",positive,positive,positive,positive,positive
"['everything', 'perfect', 'charger', 'cable', 'phone', 'type', 'listing', 'say', 'come', 'charge', 'cable', 'phone', 'little', 'disappointed', 'phone', 'arrive', 'perfectly', 'perfect', 'condition']",positive,positive,positive,positive,positive
"['phone', 'describe', 'far', 'good', 'come', 'charger', 'charge', 'block', 'battery', 'dead', 'arrival']",positive,positive,positive,negative,neutral
"['thank', 'much', 'phone', 'come', 'time', 'good', 'condition', 'don', '’', 't', 'one', 'scratch', 'get', 'switch', 'stuff', 'old', 'phone', 'connect', 'phone', 'subscribe', 'problem', 'issue', 'highly', 'recommend', 'anyone', 'look', 'get', 'new', 'phone', 'person', 'place', 'right', 'go']",positive,positive,positive,positive,positive
"['estate', 'buscando', 'un', 'iphone', 'en', 'amazon', 'pero', 'decide', 'coal', 'asi', 'que', 'encounteré', 'este', 'enlarge', 'do', 'los', 'case', 'llegaron', 'muy', 'rápid', 'todo', 'fue', 'muy', 'fácil', 'sinceramente', 'llegaron', 'en', 'excelentes', 'condition', 'encarta', 'la', 'bacteria', 'e', 'de', 'si', 'busca', 'buenos', 'restñas', 'sin', 'dude', 'piece', 'legis', 'stop', 'disposition']",positive,positive,positive,negative,neutral
"['super', 'easy', 'set', 'didn', '’', 't', 'even', 'call', 'cellular', 'company', 'switch', 'service', 'automatically', 'seamlessly', 'set', 'phone', 'also', 'i', '’', 'm', 'happy', 'buy', 'amazon', 'versus', 'get', 'mobile', 'carrier', 'get', 'one', 'terabyte', 'storage', 'less', 'mobile', 'company', 'would', '’', 've', 'gb', 'happy', 'purchase', 'phone', 'issue', 'wasn', '’', 't', 'lot', 'cosmetic', 'damage', 'like', 'film', 'around', 'camera', 'seem', 'like', 'like', 'plastic', 'didn', '’', 't', 'get', 'rip', 'correctly', 'phone', 'come', 'perfect', 'problem']",positive,positive,positive,positive,positive
"['go', 'year', 'old', 'iphone', 'plus', 'iphone', 'pro', 'max', 'worry', 'make', 'switch', 'us', 'different', 'cable', 'lightning', 'cable', 'need', 'invest', 'extra', 'cable', 'plug', 'brick', 'overall', 'worthwhile', 'switch', 'super', 'easy', 'put', 'plus', 'iphone', 'info', 'new', 'iphone', 'make', 'back', 'old', 'iphone', 'itunes', 'sure', 'tick', 'box', 'name', 'use', 'set', 'new', 'iphone', 'fruitless', 'smooth', 'bit', 'learn', 'curve', 'learn', 'navigate', 'new', 'iphone', 'first', 'know', 'navigate', 'without', 'button', 'read', 'read', 'read', 'ask', 'sir', 'new', 'method', 'need', 'learn', 'patient', 'practice', 'remember', 'nobody', 'afraid', 'upgrade', 'voodoo', 'worth', 'thanks', 'tech', 'head']",positive,positive,positive,positive,positive
"['burn', 'hand', 'use']",positive,positive,positive,positive,neutral
"['phone', 'work', 'great', 'nothing', 'wrong', 'send', 'lightning', 'cable', 'charge', 'cord', 'phone', 'need', 'usb', 'c']",positive,positive,positive,positive,positive
"['beautiful', 'iphone', 'can', 'not', 'find', 'scratch', 'even', 'sleek', 'anywhere', 'battery', 'manufacture', 'jan', 'first', 'start', 'apr', 'problem', 'get', 'connect', 'network', 'router', 'phone', 'apple', 'nice', 'man', 'run', 'remote', 'diagnostic', 'verify', 'every', 'module', 'phone', 'perfectly', 'functional', 'could', 'happier', 'purchase']",positive,positive,positive,positive,positive
"['besides', 'ridiculous', 'price', 'phone', 'phone', 'work', 'like', 'charm', 'thing', 'don', '’', 't', 'like', 'concern', 'phone', 'besides', 'price', 'there', '’', 's', 'sim', 'card', 'open', 'micro', 'sd', 'card', 'slot', 'either', 'purchase', 'price', 'year', 'isn', '’', 't', 'harsh', 'still', 'high', 'phone', 'charge', 'high', 'micro', 'sd', 'gig', 'name', 'brand', 'without', 'make', 'option', 'add', 'micro', 'sd', 'storage', 'choice']",positive,positive,positive,positive,positive
"['really', 'love', 'phone', 'upgraded', 'iphone', 'pro', 'max', 'i', '’', 'm', 'loving', 'far', 'complaints…', 'buy', 'phone', 'transfer', 'data', 'stuff', 'old', 'phone', 'new', 'one', 'tried', 'get', 'phone', 'activate', 'phone', 'carrier', 'say', 'phone', 'still', 'lock', 'even', 'though', 'say', 'it', '’', 's', 'unlocked', 'hard', 'time', 'get', 'sim', 'cut', 'hassle', 'battery', 'health', 'isn', '’', 't', 'bad', 'thought', 'would', 'least', 'something', 'price', 'there', '’', 's', 'scratch', 'anything', 'broken', 'phone', 'look', 'brand', 'new', 'give', 'star']",positive,positive,positive,negative,neutral
"['phone', 'arrive', 'next', 'day', 'expect', 'absolutely', 'scratches', 'damage', 'battery', 'health', 'perfectly', 'fine', 'tad', 'bit', 'skeptical', 'happy', 'take', 'chance', 'get', 'want']",positive,positive,positive,positive,positive
"['sure', 'expect', 'refurbish', 'phone', 'amazon', 'pleasant', 'surprise', 'quality', 'ease', 'setup', 'iphone', 'pro', 'max', 'seem', 'like', 'brand', 'new', 'phone', 'except', 'one', 'thing', 'set', 'phone', 'present', 'option', 'phone', 'number', 'different', 'number', 'recognize', 'i', '’', 'm', 'guess', 'previous', 'owner', 'phone', 'number', 'number', 'remain', 'phone', 'setting', 'deep', 'dive', 'delete', 'sim', 'number', 'weird', 'encounter', 'every', 'thing', 'else', 'smooth', 'setup', 'easy', 'verizon', 'store', 'visit', 'use', 'cloud', 'sim', 'transfer']",positive,positive,positive,positive,neutral
"['it', '’', 's', 'perfect', 'new', 'love', 'value', 'money', 'sure', 'set', 'seamless', 'iphone', 'pro', 'max']",positive,positive,positive,positive,positive
"['first', 'time', 'ever', 'order', 'iphone', 'amazon', 'skeptical', 'everything', 'perfect', 'also', 'didn', '’', 't', 'meet', 'stranger', 'phone']",positive,positive,positive,positive,positive
"['phone', 'description', 'say', 'it', '’', 's', 'unlocked', 'carrier', 'say', 'otherwise', 'call', 'verizon', 'unlock', 'unable', 'turn', 'prepay', 'service', 'phone', 'phone', 'activate', 'verizon', 'day', 'become', 'unlocked', 'i', '’', 'm', 'pay', 'phone', 'day', 'since', 'don', '’', 't', 'want', 'lose', 'old', 'number', 'huge', 'deal', 'want', 'people', 'aware', 'go', 'hassle', 'order', 'get', 'figure']",neutral,neutral,neutral,negative,negative
"['phone', 'ship', 'promptly', 'arrive', 'well', 'package', 'issue', 'battery', 'appearance', 'performance', 'buy']",positive,positive,positive,negative,neutral
"['excellent', 'phone', 'love', 'scratch', 'cent', 'damage', 'it', '’', 's', 'perfect']",positive,positive,positive,positive,positive
"['fast', 'ship', 'adequate', 'battery', 'life']",positive,positive,positive,positive,positive
"['iphone', 'pro', 'max', 'look', 'exceptional', 'far', 'exceed', 'expectation', 'battery', 'health', 'well', 'also', 'ship', 'instantly', 'show', 'early', 'what', '’', 's', 'love', 'thank', 'much', 'gentleman']",positive,positive,positive,positive,positive
"['time', 'easy', 'transfer', 'data', 'look', 'work', 'like', 'new', 'next', 'time', 'charge', 'phone', 'great']",positive,positive,positive,positive,positive
"['good', 'phone', 'i', '’', 'm', 'write', 'review', 'phone', 'okay', 'condition', 'lot', 'cuff', 'outer', 'titanium', 'battery', 'life', 'isn', '’', 't', 'ideal', 'upgrade', 'phone', 'besides', 'two', 'inconvenience', 'good', 'product', 'good', 'phone', 'deliver', 'relatively', 'quick']",neutral,neutral,neutral,positive,positive
"['recently', 'review', 'item', 'realize', 'sim', 'card', 'rely', 'physical', 'sim', 'card', 'apologies', 'initial', 'bad', 'review']",positive,positive,positive,negative,negative
"['lego', 'en', 'excellent', 'estado', 'recomendable']",positive,positive,positive,neutral,neutral
"['happy', 'phone', 'noticeable', 'scratch', 'screen', 'pretty', 'small', 'enough', 'notice', 'almost', 'like', 'chip', 'screen', 'perfect', 'experience']",positive,positive,positive,positive,positive
"['come', 'stretch', 'screen', 'wasn', '’', 't', 'expect', 'everything', 'else', 'good']",positive,positive,positive,positive,positive
"['happy', 'iphone', 'get', 'ship', 'get', 'fast', 'problem', 'transfer', 'everything', 'include', 'number', 'service', 'battery', 'health', 'great', 'phone', 'use', 'little', 'two', 'year', 'look', 'brand', 'new']",positive,positive,positive,positive,positive
"['like', 'new']",positive,positive,positive,positive,positive
"['good', 'it', '’', 's', 'like', 'new', 'work', 'really', 'well']",positive,positive,positive,positive,positive
"['good', 'overall', 'deal', 'phone', 'look', 'brand', 'new', 'battery', 'life', 'might', 'questionable']",positive,positive,positive,negative,positive
"['purchase', 'highquality', 'refurbish', 'phone', 'phone', 'new', 'screen', 'little', 'scratch', 'work', 'well']",positive,positive,positive,positive,neutral
"['receive', 'mine', 'come', 'excellent', 'condition', 'mention', 'description', 'minor', 'scratch', 'screen', 'can', 'not', 'barely', 'see', 'give', 'star', 'start', 'use', 'today', 'comeback', 'week']",neutral,positive,neutral,positive,positive
['exelente'],positive,positive,positive,neutral,neutral
"['wow', 'excellent', 'condition', 'great', 'price']",positive,positive,positive,positive,positive
"['excellent', 'condition', 'happy']",positive,positive,positive,positive,positive
"['excellent', 'value', 'money', 'general', 'cell', 'phone', 'perfect', 'condition', 'detail', 'camera', 'frame', 'almost', 'noticeable']",positive,positive,positive,positive,positive
"['love', 'phone', 'however', 'battery', 'battery', 'life', 'get', 'that', '’', 's', 'highly', 'disappoint', 'everything', 'else', 'great']",neutral,positive,neutral,positive,positive
"['fair', 'scratch', 'screen', 'ever', 'scratch', 'camera', 'also', 'back', 'get', 'warm', 'normal', 'use', 'sure', 'that', '’', 's', 'problem', 'perform', 'amaze', 'far']",neutral,neutral,neutral,positive,positive
"['work', 'great', 'come', 'scratch', 'screen', 'use', 'guess', 'get', 'get', 'hope', 'blemish', 'subtle', 'keep', 'buying', 'renew', 'though']",positive,positive,positive,positive,positive
"['carefully', 'read', 'review', 'decide', 'take', 'chance', 'need', 'phone', 'switch', 'galaxy', 'fe', 'g', 'rip', 'say', 'renew', 'iphone', 'it', '’', 's', 'bad', 'set', 'easy', 'battery', 'capacity', 'still', 'good', 'opinion', 'i', '’', 've', 'issue', 'switch', 'sim', 'apps', 'contact', 'transfer', 'scratch', 'crack', 'whatsoever', 'i', '’', 'm', 'pleased', 'purchase']",positive,positive,positive,positive,positive
"['like', 'new', 'like']",positive,positive,positive,positive,positive
"['perfect', 'condition']",positive,positive,positive,positive,positive
"['really', 'good', 'experience', 'device', 'miner', 'scratch', 'little', 'screen', 'warp', 'barely', 'see', 'all…', 'wonderful', 'device', 'second', 'time', 'buy', 'phone', 'amazon', 'continue']",positive,positive,positive,positive,positive
"['excellent', 'condition', 'scratch', 'screen', 'battery', 'capacity', 'would', 'look', 'elsewhere', 'refurbish', 'electronics']",neutral,positive,neutral,positive,positive
"['excellent', 'sorprendió', 'que', 'al', 'configure', 'el', 'cellular', 'entryé', 'la', 'opcón', 'de', 'la', 'conductón', 'de', 'la', 'latería', 'está', 'al', 'sinceíble', 'prácticamente', 'está', 'nuevo', 'el', 'cellular', 'eso', 'está', 'denial']",positive,neutral,positive,positive,neutral
"['torque', 'el', 'teléfont', 'está', 'bloqueado', 'si', 'lo', 'compé', 'al', 'contact']",neutral,neutral,neutral,neutral,neutral
"['phone', 'receive', 'good', 'condition', 'renew', 'phone', 'one', 'stretch', 'nothing', 'issue', 'decent', 'buy']",positive,positive,positive,positive,positive
"['it', '’', 's', 'great', 'version', 'e', 'sim', 'work', 'perfect']",positive,positive,positive,positive,positive
"['buy', 'something', 'excellent', 'condition', 'battery', 'life', 'also', 'excellent', 'iphone', 'pro', 'ma', 'battery', 'life']",neutral,positive,neutral,positive,positive
"['buy', 'buy', 'phone', 'ant', 'option', 'return', 'day', 'ant', 'provider', 'block', 'cellular', 'service', 'due', 'phone', '“', 'unpaid', 'installment', 'plan', 'contact', 'provider', 'lift', 'block', 'even', 'day', 'later', 'completely', 'block', 'use', 'service', 'phone', 'number', 'company', 'sell', 'phone', 'aren', '’', 't', 'pay', 'fully', 'get', 'really', 'good', 'condition', 'price', 'upset', 'return', 'still', 'wait', 'refund', 'great', 'use', 'old', 'broken', 'phone', 'beyond', 'pissed']",positive,negative,positive,negative,neutral
"['latería', 'denial', 'casi', 'al', 'iphone', 'perfect', 'muy', 'monitor', 'está', 'súperl', 'único', 'male', 'la', 'casa', 'e', 'la', 'originator', 'lo', 'demás', 'todo', 'function', 'al']",neutral,neutral,neutral,positive,neutral
"['por', 'el', 'moment', 'exelente', 'parent', 'muy', 'bien', 'teléfont']",positive,positive,positive,neutral,neutral
"['mine', 'come', 'like', 'new', 'condition', 'battery', 'cycle', 'ish', 'buck', 'couldn', '’', 't', 'happier']",positive,positive,positive,positive,positive
"['buy', 'iphone', 'work', 'great']",positive,positive,positive,positive,positive
"['phone', 'decent', 'condition', 'scratch', 'screen', 'body', 'battery', 'unfortunately', 'health']",neutral,positive,neutral,negative,negative
"['el', 'teléfont', 'en', 'muy', 'estado', 'pero', 'lo', 'anuncia', 'con', 'doble', 'sim', 'física', 'electónica', 'inclusive', 'la', 'foto', 'del', 'anuncia', 'en', 'se', 'aprecia', 'la', 'laura', 'de', 'la', 'sim', 'el', 'que', 'recidí', 'es', 'different', 'e', 'solo', 'electónica', 'en', 'resume', 'serve', 'para', 'nada', 'pub', 'lo', 'compé', 'para', 'alien', 'que', 'lo', 'necessity', 'con', 'nano', 'sim']",neutral,neutral,neutral,negative,neutral
"['latería', 'al', 'la', 'cargo', 'dra']",neutral,neutral,neutral,negative,neutral
"['bought', 'refurbish', 'iphone', 'pro', 'max', 'find', 'battery', 'cycle', 'show', 'time', 'already', 'battery', 'capacity', 'disappointment', 'think', 'pay', 'deserves', 'well', 'phone', 'battery', 'condition', 'want', 'replace', 'another', 'phone', 'well', 'battery', 'condition']",neutral,positive,neutral,positive,positive
"['previously', 'buy', 'iphone', 'pro', 'seller', 'directcertified', 'good', 'experience', 'hop', 'iphone', 'pro', 'max', 'would', 'excellent', 'condition', 'also', 'surprise', 'one', 'bit', 'bad', 'first', 'frame', 'around', 'phone', 'deep', 'scratch', 'visible', 'inch', 'away', 'screen', 'look', 'alright', 'one', 'small', 'deep', 'scratch', 'still', 'visible', 'even', 'screen', 'protector', 'back', 'glass', 'flawless', 'scratch', 'include', 'camera', 'satisfied', 'battery', 'health', 'cycle', 'although', 'don', '’', 't', 'feel', 'worth', 'price', 'spending', 'around', 'k', 'excellent', 'quality', 'expect', 'near', 'flawless', 'high', 'expectation', 'guess', 'lucky', 'get']",neutral,positive,neutral,positive,positive
"['wrong', 'usb', 'charge', 'work', 'iphone', 'pro', 'max']",positive,positive,positive,negative,negative
"['best', 'phone']",positive,positive,positive,positive,positive
"['scratch', 'screen', 'weak', 'battery', 'health']",neutral,positive,neutral,negative,negative
"['wasn', '’', 't', 'expect', 'perfect', 'expect', 'excellent', 'condition', 'since', 'that', '’', 's', 'pay', 'phone', 'function', 'well', 'battery', 'life', 'good', 'however', 'minor', 'scratch', 'screen', 'speaker', 'area', 'dirty', 'there', '’', 's', 'camera', 'error']",neutral,positive,neutral,positive,positive
"['son', 'think', 'last', 'iphone', 'thirty', 'milk', 'give', 'drink', 'lead', 'purchase', 'iphone', 'pro', 'max', 'research', 'wha', 'say', 'i', '’', 'm', 'happy', 'phone', 'seller', 'purchase', 'electronics', 'seller', 'on…']",positive,positive,positive,positive,positive
"['amaze', 'condition', 'single', 'scratch', 'battery', 'amazing', 'age', 'turn', 'like', 'brand', 'new', 'recommend', 'price', 'can', 'not', 'beat', 'like', 'brand', 'new', 'iphone']",positive,positive,positive,positive,positive
"['great', 'product', 'almost', 'look', 'brand', 'new']",positive,positive,positive,positive,positive
"['damage', 'phone', 'take', 'spectrum', 'day', 'get', 'issue', 'come', 'time', 'expect', 'works', 'little', 'nervous', 'purchase', 'electronics', 'amazon', 'save', 'lot']",positive,positive,positive,positive,negative
"['first', 'time', 'buying', 'refurbish', 'take', 'chance', 'it', '’', 's', '“', 'ok', '”', 'phone', 'great', 'condition', 'everything', 'work', 'however', 'battery', 'life', 'terrible', 'sure', 'it', '’', 's', 'iphone', 'issue', 'refurbish', 'issue']",neutral,positive,neutral,positive,positive
"['good', 'item']",positive,positive,positive,positive,positive
"['battery', 'life', 'phone', 'near', 'perfect']",positive,positive,positive,positive,positive
"['come', 'really', 'good', 'shape', 'describe']",positive,positive,positive,positive,positive
"['look', 'use', 'iphone', 'pro', 'max', 'search', 'online', 'everywhere', 'deal', 'weird', 'flak', 'people', 'either', 'abused', 'phone', 'want', 'crazy', 'amount', 'money', 'phone', 'like', 'new', 'price', 'fair']",positive,positive,positive,negative,neutral
"['phone', 'dirty', 'gun', 'around', 'camera', 'ear', 'hole', 'able', 'clean', 'annoy', 'phone', 'work', 'well', 'far']",positive,positive,positive,negative,negative
"['great', 'phone']",positive,positive,positive,positive,positive
"['love', 'incompatible', 'straight', 'talk', 'look', 'like', 'new', 'love', 'large', 'screen', 'since', 'bifocals', 'don', '’', 't', 'always', 'wear', 'phone', 'work', 'great', 'use', 'watch', 'video', 'netflix', 'treadmill', 'elliptical', 'read', 'email', 'etc', 'highly', 'recommend', 'seller']",positive,positive,positive,positive,positive
"['seller', 'lie', 'say', 'phone', 'fully', 'unlocked', 'network', 'provider', 'globally', 'get', 'phone', 'still', 'network', 'lock', 'don', '’', 't', 'know', 'service', 'provider', 'it', '’', 's', 'lock', 'either…', 'apart', 'phone', 'function', 'well', 'mint', 'condition', 'unlock', 'phone', 'really', 'expensive', 'though', 'i', '’', 'm', 'actually', 'till', 'upset', 'phone', 'actually', 'worth', 'money', 'pay', 'lot', 'bad', 'review', 'seller', 'name', 'careful', 'buying', 'honestly', 'think', 'seller', 'remove', 'amazon', 'marketplace', 'dishonesty', 'many', 'others']",negative,negative,negative,negative,neutral
['love'],positive,positive,positive,positive,positive
"['trouble', 'apple', 'phone', 'never', 'one', 'get', 'help', 'apple', 'verizon', 'get', 'go', 'new', 'phone']",positive,positive,positive,neutral,neutral
"['el', 'product', 'function', 'al', 'todo', 'está', 'operative', 'cambioé', 'mi', 'target', 'sim', 'por', 'una', 'sim', 'todo', 'perfect']",positive,positive,positive,positive,neutral
"['use', 'something', 'always', 'hesitant', 'tool', 'gamble', 'cause', 'phone', 'right', 'good', 'deal', 'get', 'device', 'impressed', 'condition', 'outside', 'cosmetically', 'great', 'condition', 'battery', 'health', 'perfect', 'issue', 'deep', 'scratch', 'display', 'buy', 'excellent', 'condition', 'excellent', 'however', 'good', 'condition', 'everything', 'else', 'would', 'definitely', 'take', 'gamble', 'cause', 'get', 'right', 'one', 'environmentally', 'friendly', 'get', 'great', 'deal', 'seller', 'understand', 'return', 'process', 'would', 'recommend']",positive,positive,positive,positive,positive
"['phone', 'like', 'new', 'price', 'even', 'well', 'new', 'work', 'great', 'scratch', 'come', 'perfect', 'condition']",positive,positive,positive,positive,positive
"['good', 'easy', 'use']",positive,positive,positive,positive,positive
"['unit', 'deliver', 'quickly', 'brown', 'box', 'package', 'absolutely', 'flawless', 'perfect', 'work', 'condition', 'exactly', 'describe', 'issue', 'whatsoever', 'honestly', 'brown', 'box', 'would', 'think', 'brand', 'new']",positive,positive,positive,positive,positive
"['excellent', 'product', 'queé', 'muy', 'content', 'con', 'mi', 'iphone', 'recomendado', 'este', 'product', 'legó', 'en', 'excellent', 'estado']",positive,positive,positive,neutral,neutral
"['necessity', 'que', 'maiden', 'el', 'cargador', 'que', 'pertenece', 'al', 'cellular', 'ya', 'que', 'mandarin', 'el', 'cargador', 'correspondence', 'al', 'iphone', 'pro', 'max', 'ahora', 'undo', 'usable', 'bien', 'caro', 'qué', 'costó', 'expert', 'que', 'complain', 'con', 'su', 'deer']",neutral,neutral,neutral,negative,neutral
"['daughter', 'use', 'school']",positive,positive,positive,neutral,neutral
"['could', '’', 've', 'cheap', 'since', 'already']",neutral,negative,neutral,neutral,neutral
