review,tokenized,rating_cleaned,sentiment
"Great phone. No issues, looks and works like new. Highly recommend","['great', 'phone', 'issue', 'look', 'work', 'like', 'new', 'highly', 'recommend']",5,positive
"This cell phone is a reliable product, high definition screen, quick response, great sound.","['cell', 'phone', 'reliable', 'product', 'high', 'definition', 'screen', 'quick', 'response', 'great', 'sound']",5,positive
I have a shortcut key camera phone,"['shortcut', 'key', 'camera', 'phone']",5,positive
Using Shortcuts to Take Pictures I'm here for shortcuts to take pictures,"['use', 'shortcut', 'take', 'picture', 'shortcut', 'take', 'picture']",5,positive
"The 12 Core processor on this phone ensures fast and smooth performance, no more lagging.","['core', 'processor', 'phone', 'ensures', 'fast', 'smooth', 'performance', 'lagging']",5,positive
phone is still in perfect operating condition!,"['phone', 'still', 'perfect', 'operate', 'condition']",5,positive
This phone comes with a variety of accessories and offers excellent value for its price.,"['phone', 'come', 'variety', 'accessory', 'offer', 'excellent', 'value', 'price']",5,positive
The camera quality is outstanding and the battery life is impressive.,"['camera', 'quality', 'outstanding', 'battery', 'life', 'impressive']",5,positive
"The latest and greatest cell phone deals. That being said, I am very happy with my purchase!","['late', 'great', 'cell', 'phone', 'deal', 'say', 'happy', 'purchase']",5,positive
"The magnesium aluminum body of this phone feels premium and durable, it's comfortable to hold and looks great.","['magnesium', 'aluminum', 'body', 'phone', 'feel', 'premium', 'durable', 'comfortable', 'hold', 'look', 'great']",5,positive
I was worried about a used phone but can’t afford a brand new one. I liked the reviews and took a chance. Puretalk walked me through the process with the old iPhone next to the iPhone I bought. Not a problem and I love it.,"['worry', 'used', 'phone', 'can', '’', 't', 'afford', 'brand', 'new', 'one', 'liked', 'review', 'take', 'chance', 'puretalk', 'walk', 'process', 'old', 'iphone', 'next', 'iphone', 'buy', 'problem', 'love']",5,positive
Está en perfectas condiciones,"['está', 'en', 'perfect', 'condition']",5,positive
"The IPhone 14 I got is in perfect condition, even the battery life is at 100%!! I am very glad I got a refurbished phone through Amazon :)","['iphone', 'get', 'perfect', 'condition', 'even', 'battery', 'life', 'glad', 'get', 'refurbish', 'phone', 'amazon']",5,positive
"Overall good purchase. Fast shipping and the phone is almost great. Got my 13 yr old her first phone and she is not the type to return anything so I'm dealing with the one issue we had... the front camera is broken and just stays pink. Sucks because she's 13 so that's the main use, but she will not send it back to wait for another. Anywho.. not the worst refurbish I've bought. All else is great.","['overall', 'good', 'purchase', 'fast', 'ship', 'phone', 'almost', 'great', 'get', 'yr', 'old', 'first', 'phone', 'type', 'return', 'anything', 'deal', 'one', 'issue', 'front', 'camera', 'broken', 'stay', 'pink', 'suck', 'main', 'use', 'send', 'back', 'wait', 'another', 'anyway', 'bad', 'refurbish', 'buy', 'else', 'great']",3,neutral
Producto defectuoso,"['product', 'defectuoso']",1,negative
the screen is sunken in the middle and i can't put a screen protector on correctly,"['screen', 'sink', 'middle', 'can', 'not', 'put', 'screen', 'protector', 'correctly']",2,negative
"Not sure if the face has a protective screen , please advise!  Happy with everything about the phone","['sure', 'face', 'protective', 'screen', 'please', 'advise', 'happy', 'everything', 'phone']",5,positive
Phone came in excellent condition as described. My fiancé couldn’t be happier with the phone. Works well. Screen and body was flawless. Great battery health too. If you need a new phone but from here.,"['phone', 'come', 'excellent', 'condition', 'describe', 'fiancé', 'couldn', '’', 't', 'happier', 'phone', 'work', 'well', 'screen', 'body', 'flawless', 'great', 'battery', 'health', 'need', 'new', 'phone']",5,positive
"I can hardly believe this phone is refurbished - it seems brand new. I haven't bought refurbished electronics before.I usually hang on to my phones until they quit working and then buy a new one from the wireless provider, but this time I wanted an unlocked phone. It looks new and functions perfectly, and was very reasonably priced for an unlocked phone that will allow me to change wireless providers. Setting up the esim card was a bit complicated for me; I think it's easy to think something isn't working at first. Maybe it depends on your wireless provider, though. I had my tech-savvy daughter help me with the set-up, and it works great.","['hardly', 'believe', 'phone', 'refurbish', 'seem', 'brand', 'new', 'buy', 'refurbish', 'electronics', 'usually', 'hang', 'phone', 'quit', 'work', 'buy', 'new', 'one', 'wireless', 'provider', 'time', 'want', 'unlocked', 'phone', 'look', 'new', 'function', 'perfectly', 'reasonably', 'price', 'unlocked', 'phone', 'allow', 'change', 'wireless', 'provider', 'set', 'sim', 'card', 'bit', 'complicated', 'think', 'easy', 'think', 'something', 'work', 'first', 'maybe', 'depend', 'wireless', 'provider', 'though', 'techsavvy', 'daughter', 'help', 'setup', 'work', 'great']",5,positive
"I am really, really satisfied with this purchase.  I destroyed my IPhone 15 and I didn’t want to spend all that money for a new one.  I looked all over and this was the best quality for the price I could find!  I took it to Best Buy and it was verified to have all Apple parts.  There was some kind of condensation or something on the inside of the camera lens but it doesn’t seem to interfere with my photos.  I will use these guys again in the future.","['really', 'really', 'satisfied', 'purchase', 'destroy', 'iphone', 'didn', '’', 't', 'want', 'spend', 'money', 'new', 'one', 'look', 'best', 'quality', 'price', 'could', 'find', 'take', 'best', 'buy', 'verify', 'apple', 'part', 'kind', 'condensation', 'something', 'inside', 'camera', 'lens', 'doesn', '’', 't', 'seem', 'interfere', 'photo', 'use', 'guys', 'future']",5,positive
"Good i phone: works great, no scratches, battery is good, looks like new, thank you","['good', 'phone', 'work', 'great', 'scratch', 'battery', 'good', 'look', 'like', 'new', 'thank']",5,positive
The iPhone 14 works great however all the pictures I have taken so far came out blurry.,"['iphone', 'work', 'great', 'however', 'picture', 'take', 'far', 'come', 'blurry']",3,neutral
"Arrived with to many scratches on the screen and scuffed around the corners, the description of the product say "" excellent conditions "" nothing about the real condition","['arrive', 'many', 'scratch', 'screen', 'stuff', 'around', 'corner', 'description', 'product', 'say', 'excellent', 'condition', 'nothing', 'real', 'condition']",2,negative
"Phone in good condition, but the battery doesn't last very long. The battery only lasts 3 hours.","['phone', 'good', 'condition', 'battery', 'last', 'long', 'battery', 'last', 'hour']",1,negative
Excelente condiciones estéticas y de bateria. Como nuevo.,"['excellent', 'condition', 'estéticas', 'de', 'bacteria', 'como', 'nuevo']",5,positive
I received today and it might be too early but the physical condition of the phone was great. Two minor scratches ! And I also checked the phone and it’s a real apple phone. Used only two years . Great condition. Super happy thanks seller,"['receive', 'today', 'might', 'early', 'physical', 'condition', 'phone', 'great', 'two', 'minor', 'scratch', 'also', 'check', 'phone', 'it', '’', 's', 'real', 'apple', 'phone', 'use', 'two', 'year', 'great', 'condition', 'super', 'happy', 'thanks', 'seller']",5,positive
My Phone restarts every few minutes.Never buying to this vendor again.,"['phone', 'restart', 'every', 'minutesnever', 'buying', 'vendor']",1,negative
screen quality  good sound quality great  value for money. ease of use,"['screen', 'quality', 'good', 'sound', 'quality', 'great', 'value', 'money', 'ease', 'use']",5,positive
So Far so good. I have to take it into my phone carrier yet and get my number switched over to it but all in all it's a super nice phone and for the price you cant beat that!! I saved alot of money buy purchasing it off amazon through Bayshine Trading and I would recommend them to anyone.  Thank you so very much!,"['far', 'good', 'take', 'phone', 'carrier', 'yet', 'get', 'number', 'switch', 'super', 'nice', 'phone', 'price', 'cant', 'beat', 'save', 'alot', 'money', 'buy', 'purchase', 'amazon', 'bashing', 'trading', 'would', 'recommend', 'anyone', 'thank', 'much']",5,positive
I was very happy when my phone arrived and activated it no problem then I found that the phone was stolen a few days later when my phone was deactivated and I had to call at&t to figure out why my phone wasn’t working thankfully att is being nice enough to upgrade me to the newest iPhone no cost to me but I’m still very upset that I got sold a stolen device I’m sure whoever this was stolen from was very upset too and I’m sorry to whoever it was never doing this again,"['happy', 'phone', 'arrive', 'activate', 'problem', 'find', 'phone', 'steal', 'day', 'later', 'phone', 'deactivate', 'call', 'att', 'figure', 'phone', 'wasn', '’', 't', 'work', 'thankful', 'att', 'nice', 'enough', 'upgrade', 'new', 'iphone', 'cost', 'i', '’', 'm', 'still', 'upset', 'get', 'sell', 'steal', 'device', 'i', '’', 'm', 'sure', 'whoever', 'steal', 'upset', 'i', '’', 'm', 'sorry', 'whoever', 'never']",1,negative
The phone came with a 90-day warranty. It started acting up on day 92. Apple confirmed it was a hardware issue at the genius bar. I contacted the seller and they said there was nothing they could do. Do not buy from this seller.,"['phone', 'come', 'day', 'warranty', 'start', 'act', 'day', 'apple', 'confirm', 'hardware', 'issue', 'genius', 'bar', 'contact', 'seller', 'say', 'nothing', 'could', 'buy', 'seller']",1,negative
"I love this phone!!! Mine DID come with a charger, just the cord itself. It’s worked well for me so far I’ve had it over a week and it’s very durable. Great price good condition for the price I paid for 256 GIGS. one little scratch at the top and by the camera but I have a case on so you can’t even tell. Very happy with my purchase 10/10 recommend.","['love', 'phone', 'mine', 'come', 'charger', 'cord', 'it', '’', 's', 'work', 'well', 'far', 'i', '’', 've', 'week', 'it', '’', 's', 'durable', 'great', 'price', 'good', 'condition', 'price', 'pay', 'gigs', 'one', 'little', 'scratch', 'top', 'camera', 'case', 'can', '’', 't', 'even', 'tell', 'happy', 'purchase', 'recommend']",5,positive
10/10 No issue no dent or scratch nothing! clean and crips no complaints over here and it came in time too. The exact as ordered same color everything battery health was on 93% just great,"['issue', 'dent', 'scratch', 'nothing', 'clean', 'crop', 'complaint', 'come', 'time', 'exact', 'order', 'color', 'everything', 'battery', 'health', 'great']",5,positive
Has any one ever experienced their phone being locked on sos? I purchased the phone in November and it was fine until now.,"['one', 'ever', 'experience', 'phone', 'lock', 'so', 'purchase', 'phone', 'november', 'fine']",1,negative
"So far so good, nocomplaints, the phone works properly and arrived quick as well as in excellent condition!","['far', 'good', 'complaint', 'phone', 'work', 'properly', 'arrive', 'quick', 'well', 'excellent', 'condition']",5,positive
For the price and quality this is a great phone. The size is about perfect and the screen works great. It charges fine and has good color and brightness. I would get a refurbished phone again from Amazon.,"['price', 'quality', 'great', 'phone', 'size', 'perfect', 'screen', 'work', 'great', 'charge', 'fine', 'good', 'color', 'brightness', 'would', 'get', 'refurbish', 'phone', 'amazon']",5,positive
"Took a little bit to get here but very happy with this purchase. No scratches or cracks, only downside is battery is at 89% but for the price I think that’s worth it. Nothing wrong with it aside that, make that purchase!!!","['take', 'little', 'bit', 'get', 'happy', 'purchase', 'scratch', 'crack', 'downside', 'battery', 'price', 'think', 'that', '’', 's', 'worth', 'nothing', 'wrong', 'aside', 'make', 'purchase']",4,positive
it is in the condition i expected overall very nice,"['condition', 'expect', 'overall', 'nice']",4,positive
This is the second iPhone I bout from this seller. I was very satisfied with the first one. The second one was absolutely disappointing. It was listed as Excellent condition. It was far from excellent. It was dirty had a noticeable scratch on the screen. It even has dirt around the cameras on the back. I paid for excellent and got a far less quality phone. also the battery health was 78%. Don't waste your money.,"['second', 'iphone', 'bout', 'seller', 'satisfy', 'first', 'one', 'second', 'one', 'absolutely', 'disappointing', 'list', 'excellent', 'condition', 'far', 'excellent', 'dirty', 'noticeable', 'scratch', 'screen', 'even', 'dirt', 'around', 'camera', 'back', 'pay', 'excellent', 'get', 'far', 'less', 'quality', 'phone', 'also', 'battery', 'health', 'waste', 'money']",1,negative
Excelente,['excellent'],5,positive
Perfect,['perfect'],5,positive
It has to be unlocked. We picked the wrong company.,"['unlocked', 'pick', 'wrong', 'company']",5,positive
I took a chance on purchasing this refurbished phone to replace my old one and truth is so far I am not disappointed. Phone came well packaged and when unwrapped as stated it was in excellent condition.. no visible scratches or anything it was like brand new wow! Will update review after some use but for now I am pleased,"['take', 'chance', 'purchasing', 'refurbish', 'phone', 'replace', 'old', 'one', 'truth', 'far', 'disappointed', 'phone', 'come', 'well', 'package', 'wrap', 'state', 'excellent', 'condition', 'visible', 'scratch', 'anything', 'like', 'brand', 'new', 'wow', 'update', 'review', 'use', 'please']",5,positive
"Bought excellent condition, but got plenty scratch, screen and body is also dented ..","['buy', 'excellent', 'condition', 'get', 'plenty', 'scratch', 'screen', 'body', 'also', 'deny']",1,negative
Got mine fast but open it today love the device no faults at all so far very clean and no scratches 10/10,"['get', 'mine', 'fast', 'open', 'today', 'love', 'device', 'fault', 'far', 'clean', 'scratch']",5,positive
Perfect condition,"['perfect', 'condition']",5,positive
"Hi, the phone delivered had non genuine screen and I was not able to run the battery performance. Also, it doesn't have the sim slot not specified clearly. Seems like seller is conning amazon as well as customer. Sellers like this should be banned.","['hi', 'phone', 'deliver', 'non', 'genuine', 'screen', 'able', 'run', 'battery', 'performance', 'also', 'sim', 'slot', 'specify', 'clearly', 'seem', 'like', 'seller', 'cunning', 'amazon', 'well', 'customer', 'seller', 'like', 'ban']",1,negative
Phone is locked could not use,"['phone', 'lock', 'could', 'use']",1,negative
Arrived in perfect condition.,"['arrive', 'perfect', 'condition']",5,positive
"Phone was in great condition with the exception of it not being cleaned around charging ports, speakers, silent switch, and camera. If I’m paying for a refurbed phone it should be throughly cleaned.","['phone', 'great', 'condition', 'exception', 'clean', 'around', 'charge', 'port', 'speaker', 'silent', 'switch', 'camera', 'i', '’', 'm', 'pay', 'return', 'phone', 'thoroughly', 'clean']",3,neutral
So far so good. Was very hesitant about purchase but phone looked brand new. Some dirt build up around the camera from a previous case but over all great. Thank you!!,"['far', 'good', 'hesitant', 'purchase', 'phone', 'look', 'brand', 'new', 'dirt', 'build', 'around', 'camera', 'previous', 'case', 'great', 'thank']",5,positive
Phone came unlocked and I'm in jamaica..battery percent at 88%...my daughter absolutely loved it...minor visible scratches at the bk ...u get what u pay for...functions well...9/10 for me,"['phone', 'come', 'unlocked', 'jamaicabattery', 'percent', 'daughter', 'absolutely', 'love', 'minor', 'visible', 'scratch', 'bk', 'u', 'get', 'u', 'pay', 'forfunctions', 'well']",4,positive
"Este artículo no sirve enlo absoluto mejor lo compro nuevo , claramente sebe que lo abrieron para reparar muy defectuoso","['este', 'artículo', 'serve', 'ello', 'absolute', 'mejor', 'lo', 'compare', 'nuevo', 'claramente', 'see', 'que', 'lo', 'abrieron', 'para', 'repair', 'muy', 'defectuoso']",1,negative
"“excellent condition” is what I bought two months later the phone starts randomly shutting off, the battery is non original and awful quality it over heats so fast unless it’s on low power with brightness all the way down even then it hurts to hold because it’s that hot, not only that but the battery is set to 85 percent standard but when I ran diagnostics it said it’s 80.09 capacity the seller just changed it and lied about it","['“', 'excellent', 'condition', '”', 'buy', 'two', 'month', 'later', 'phone', 'start', 'randomly', 'shut', 'battery', 'non', 'original', 'awful', 'quality', 'heat', 'fast', 'unless', 'it', '’', 's', 'low', 'power', 'brightness', 'way', 'even', 'hurt', 'hold', 'it', '’', 's', 'hot', 'battery', 'set', 'percent', 'standard', 'run', 'diagnostics', 'say', 'it', '’', 's', 'capacity', 'seller', 'change', 'lied']",1,negative
"The media could not be loaded.
                



If it wasn’t because my son needed this phone due to an emergency if not I would’ve returned it. Unfortunately he leaves out of town and has to have a phone so we are stuck with this. The bottom of the phone is cracked, I’m sure it won’t be long before the cracks get bigger. This was supposed to be excellent condition. I have uploaded photos and a video for buyer beware.","['medium', 'could', 'load', 'wasn', '’', 't', 'son', 'need', 'phone', 'due', 'emergency', 'would', '’', 've', 'return', 'unfortunately', 'leave', 'town', 'phone', 'stick', 'bottom', 'phone', 'crack', 'i', '’', 'm', 'sure', 'win', '’', 't', 'long', 'crack', 'get', 'big', 'suppose', 'excellent', 'condition', 'upload', 'photo', 'video', 'buyer', 'beware']",1,negative
"Wow, amazing quality, body looks flawless, system runs beautifully, only thing is that the battery dies really quickly, but the phone overall is amazing","['wow', 'amaze', 'quality', 'body', 'look', 'flawless', 'system', 'run', 'beautifully', 'thing', 'battery', 'die', 'really', 'quickly', 'phone', 'overall', 'amazing']",5,positive
"Vino en excelente estado, mi novia estaba preocupada porque fué su primer compra de celular por internet, pero quedó feliz 😃","['vivo', 'en', 'excellent', 'estado', 'mi', 'nova', 'estate', 'preocupada', 'torque', 'fué', 'su', 'primer', 'camera', 'de', 'cellular', 'por', 'internet', 'pero', 'queó', 'felix']",5,positive
"The screen's glass is convex (which is visible), so not only I wasn't able to stick a tempered glass on it (I tried twice), but the screen fails to respond close to the edges.","['screen', 'glass', 'convex', 'visible', 'able', 'stick', 'temper', 'glass', 'try', 'twice', 'screen', 'fails', 'respond', 'close', 'edge']",3,neutral
"I recommend if you buy this phone, you should buy it from the carrier you are going to use. like t-mobile or sprint locked. i got it locked to cricket and so far it’s pretty good. super easy to set up and great for the price. the only semi problem is the max battery capacity is at %89 but eh for the price i can’t complain.","['recommend', 'buy', 'phone', 'buy', 'carrier', 'go', 'use', 'like', 'mobile', 'sprint', 'lock', 'get', 'locked', 'cricket', 'far', 'it', '’', 's', 'pretty', 'good', 'super', 'easy', 'set', 'great', 'price', 'semi', 'problem', 'max', 'battery', 'capacity', 'eh', 'price', 'can', '’', 't', 'complain']",4,positive
The phone came quick and in good condition but I'm in the U.S and my phone service requires a sim and this phone doesn't have a sim slot tray so I need to return.,"['phone', 'come', 'quick', 'good', 'condition', 'u', 'phone', 'service', 'require', 'sim', 'phone', 'sim', 'slot', 'tray', 'need', 'return']",3,neutral
Excellent! Came with 93% battery life. Pretty blue color and set up in less than 12-15 minutes in total along with the eSIM and account transfer,"['excellent', 'come', 'battery', 'life', 'pretty', 'blue', 'color', 'set', 'less', 'minute', 'total', 'along', 'sim', 'account', 'transfer']",5,positive
"Awful, I bought the unlocked version and it was locked. I spent my entire paycheck and my entire afternoon to fix this issue and everyone told it, this was either a scam or the SIM card was locked. Never again from these people.","['awful', 'buy', 'unlocked', 'version', 'lock', 'spent', 'entire', 'paycheck', 'entire', 'afternoon', 'fix', 'issue', 'everyone', 'tell', 'either', 'scam', 'sim', 'card', 'lock', 'never', 'people']",1,negative
Just what I wanted,['want'],5,positive
Said excellent condition but has a dent on the top corner also bought it and 2 days later dropped 50 bucks. What a joke,"['say', 'excellent', 'condition', 'dent', 'top', 'corner', 'also', 'buy', 'day', 'later', 'drop', 'buck', 'joke']",1,negative
"I didn’t want to spend $1,000 on a brand-new phone for my older mother, so I thought a $400 refurbished iPhone would be a smart, budget-friendly choice (especially since it would be her first iPhone). We went to our wireless carrier to add her to my plan, and right off the bat, the phone was set to a different language. It took two employees 15 minutes just to switch it to English.We proceeded with transferring her phone number over and basic setup of the phone. When we got home, I created an Apple ID for her and tried to add her emai…then I saw a red notification in Settings that said, “Unknown Part.” Tapping it revealed a message stating “Unable to verify if display is a genuine Apple part.” Are you serious?So now, after spending my entire Sunday setting everything up, I’m going to have to undo it all and return this phone. I’m furious. Beyond furious. My mom doesn’t understand phone plans; my dad handled all of that, and he passed away recently. I added her to my plan to help her and to make sure that she has reliable way of communicating since I moved to Texas, and she’s back in California. We set up her phone during her one-week visit out here and she is set to fly home tomorrow. The phone is already tied to mine and my husbands plan, and her plan she had with my father is cancelled. And for anyone who has ever dealt with changes on a phone plan knows that the main account holder is the person who has to do everything. Which means I will need to send my mother home without a phone until we get a new phone and I drag my husband once again down to the store to connect the new phone, I’ll have to reset up the new phone and then mail it from Texas to her in California. And all the while, will have no way of contacting her… and she will have a phone to contact anyone.The fact that the phone was repaired using non-genuine Apple parts completely derailed everything. This wasn’t an accident—it was deliberate. The seller knowingly passed off a product with unauthorized repairs as a legitimate iPhone and charged accordingly. That’s not just misleading—it’s fraud.A simple refund isn’t enough. This seller should be removed from Amazon Prime, and Amazon needs to do a better job vetting Prime sellers. I’ve always trusted Amazon to ensure its Prime vendors are reputable, but clearly, that trust was misplaced. Lesson learned.","['didn', '’', 't', 'want', 'spend', 'brand', 'phone', 'old', 'mother', 'think', 'refurbish', 'iphone', 'would', 'smart', 'budgetfriendly', 'choice', 'especially', 'since', 'would', 'first', 'iphone', 'go', 'wireless', 'carrier', 'add', 'plan', 'right', 'bat', 'phone', 'set', 'different', 'language', 'take', 'two', 'employee', 'minute', 'switch', 'english', 'proceed', 'transfer', 'phone', 'number', 'basic', 'setup', 'phone', 'get', 'home', 'create', 'apple', 'id', 'try', 'add', 'email…then', 'saw', 'red', 'notification', 'setting', 'say', '“', 'unknown', 'part', '”', 'tapping', 'reveal', 'message', 'state', '“', 'unable', 'verify', 'display', 'genuine', 'apple', 'part', '”', 'serious', 'spending', 'entire', 'sunday', 'set', 'everything', 'i', '’', 'm', 'go', 'undo', 'return', 'phone', 'i', '’', 'm', 'furious', 'beyond', 'furious', 'mom', 'doesn', '’', 't', 'understand', 'phone', 'plan', 'dad', 'handle', 'pass', 'away', 'recently', 'add', 'plan', 'help', 'make', 'sure', 'reliable', 'way', 'communicate', 'since', 'move', 'texas', 'she', '’', 's', 'back', 'california', 'set', 'phone', 'theweek', 'visit', 'set', 'fly', 'home', 'tomorrow', 'phone', 'already', 'tie', 'mine', 'husband', 'plan', 'plan', 'father', 'cancel', 'anyone', 'ever', 'deal', 'change', 'phone', 'plan', 'know', 'main', 'account', 'holder', 'person', 'everything', 'mean', 'need', 'send', 'mother', 'home', 'without', 'phone', 'get', 'new', 'phone', 'drag', 'husband', 'store', 'connect', 'new', 'phone', 'i', '’', 'll', 'reset', 'new', 'phone', 'mail', 'texas', 'california', 'way', 'contact', 'her…', 'phone', 'contact', 'anyonethe', 'fact', 'phone', 'repair', 'use', 'nongenuine', 'apple', 'part', 'completely', 'derail', 'everything', 'wasn', '’', 't', 'accident—it', 'deliberate', 'seller', 'knowingly', 'pass', 'product', 'unauthorized', 'repair', 'legitimate', 'iphone', 'charge', 'accordingly', 'that', '’', 's', 'misleading—it', '’', 's', 'fraud', 'simple', 'refund', 'isn', '’', 't', 'enough', 'seller', 'remove', 'amazon', 'prime', 'amazon', 'need', 'well', 'job', 'vet', 'prime', 'seller', 'i', '’', 've', 'always', 'trust', 'amazon', 'ensure', 'prime', 'vendor', 'reputable', 'clearly', 'trust', 'misplace', 'lesson', 'learn']",1,negative
"The media could not be loaded.
                



I totally recommend this purchase….it came in good condition with no scratches or anything, the battery health is 99%.","['medium', 'could', 'load', 'totally', 'recommend', 'purchase…it', 'come', 'good', 'condition', 'scratch', 'anything', 'battery', 'health']",5,positive
The phone is used but looks like brand new! I’m impressed…,"['phone', 'use', 'look', 'like', 'brand', 'new', 'i', '’', 'm', 'impressed…']",5,positive
"The media could not be loaded.
                



Very nice, Looks brand New doesn't have any scratches. Love it!","['medium', 'could', 'load', 'nice', 'look', 'brand', 'new', 'scratch', 'love']",5,positive
"I ordered this phone in excellent condition and it was just THAT !!! Excellent just like as described . Besides a little dent on the bottom corner of the phone which obviously doesn’t interfere with the functionality of the phone , it other wise looks flawless upon unboxing !!! Not a single scratch . Battery life at 98% when I received it (REALLY GOOD BATTERY LIFE) beyond what I was expecting , and charges really fast with charging cable I’ve already had laying around from old previous phones . Had no problem connecting this phone with my courier . Honestly no complaints on my end . For $400 it’s a major steal I am pleased with my purchase from this seller . If you’re thinking about purchasing a phone from this specific seller , do it . Highly recommend you won’t be disappointed","['order', 'phone', 'excellent', 'condition', 'excellent', 'like', 'describe', 'besides', 'little', 'dent', 'bottom', 'corner', 'phone', 'obviously', 'doesn', '’', 't', 'interfere', 'functionality', 'phone', 'wise', 'look', 'flawless', 'upon', 'box', 'single', 'scratch', 'battery', 'life', 'receive', 'really', 'good', 'battery', 'life', 'beyond', 'expect', 'charge', 'really', 'fast', 'charge', 'cable', 'i', '’', 've', 'already', 'lay', 'around', 'old', 'previous', 'phone', 'problem', 'connect', 'phone', 'courier', 'honestly', 'complaints', 'end', 'it', '’', 's', 'major', 'steal', 'pleased', 'purchase', 'seller', 'you', '’', 're', 'think', 'purchase', 'phone', 'specific', 'seller', 'highly', 'recommend', 'win', '’', 't', 'disappoint']",5,positive
No glitching no lag works as good as new I honestly have no complaints. I’m on it writing this review now. Right out the box the presentation was giving brand new I could tell it was refurbished if I didn’t already know. Looks good and feels good and definitely gives quality,"['switch', 'lag', 'work', 'good', 'new', 'honestly', 'complaint', 'i', '’', 'm', 'write', 'review', 'right', 'box', 'presentation', 'give', 'brand', 'new', 'could', 'tell', 'refurbish', 'didn', '’', 't', 'already', 'know', 'look', 'good', 'feel', 'good', 'definitely', 'give', 'quality']",5,positive
"After reading other reviews, I decided to go with Amazon Renewed premium. Phone looked like it was new without any scratches or unusual wear. After transferring information from old phone to this one and updated apps, the phone works flawlessly. I found two things wrong and not really wrong, but it did not come with any kind of instructions, and battery life was at 84 percent. I was hoping for higher battery life, but it is what it is. All in all, I'm pretty satisfied with my purchase.","['read', 'review', 'decide', 'go', 'amazon', 'renew', 'premium', 'phone', 'look', 'like', 'new', 'without', 'scratch', 'unusual', 'wear', 'transfer', 'information', 'old', 'phone', 'one', 'update', 'apps', 'phone', 'work', 'flawless', 'find', 'two', 'thing', 'wrong', 'really', 'wrong', 'come', 'kind', 'instruction', 'battery', 'life', 'percent', 'hop', 'high', 'battery', 'life', 'pretty', 'satisfied', 'purchase']",5,positive
"El envío, excelente. Llego en el tiempo estimado. El Celular funciona excelente como si fuera nuevo, la carga 100%. No tenía nada de rayados. Recomiendo este vendedor al 💯 %","['el', 'envío', 'excellent', 'lego', 'en', 'el', 'tiempo', 'estimate', 'el', 'cellular', 'function', 'excellent', 'como', 'si', 'fuer', 'nuevo', 'la', 'cargo', 'tenía', 'nada', 'de', 'rayados', 'recommend', 'este', 'vendor', 'al']",5,positive
"Item is in good condition, there is a visible scratch on the side of the phone. I think that is what you get for excellent category. If available prefer premium.","['item', 'good', 'condition', 'visible', 'scratch', 'side', 'phone', 'think', 'get', 'excellent', 'category', 'available', 'prefer', 'premium']",4,positive
"Overall the phone works great & looks brand new. my only complaint is that I had to restart it one time because it froze when trying to set it up but other than that, works well.","['overall', 'phone', 'work', 'great', 'look', 'brand', 'new', 'complaint', 'restart', 'one', 'time', 'froze', 'try', 'set', 'work', 'well']",4,positive
"Front camera stopped working completely after only 6 months.  Of course, this was outside the 90 day window of returns for an ""excellent"" condition product.  It had to be ""premium"" to qualify for the year warranty.  So learning from experience, read carefully which category your product falls into.  It is sad that Amazon puts their name on the product in their renewed store, but will offer little to no support when it is obviously a defect in the product and not user use or damage.  I learned this lesson and will NEVER buy a product from the renewed store.  Buyer beware.","['front', 'camera', 'stop', 'work', 'completely', 'month', 'course', 'outside', 'day', 'window', 'return', 'excellent', 'condition', 'product', 'premium', 'qualify', 'year', 'warranty', 'learn', 'experience', 'read', 'carefully', 'category', 'product', 'fall', 'sad', 'amazon', 'put', 'name', 'product', 'renew', 'store', 'offer', 'little', 'support', 'obviously', 'defect', 'product', 'user', 'use', 'damage', 'learn', 'lesson', 'never', 'buy', 'product', 'renew', 'store', 'buyer', 'beware']",1,negative
From the time I opened the box until I was making a call was 30 minutes  My old phone was am I10  It had a SIM card  this new phone needed an eSIM  I had bought another i14  had nothing but problems trying to set up phone  This phone was a breeze  Would totally endorse this phone from this seller,"['time', 'open', 'box', 'make', 'call', 'minute', 'old', 'phone', 'sim', 'card', 'new', 'phone', 'need', 'sim', 'buy', 'another', 'nothing', 'problem', 'try', 'set', 'phone', 'phone', 'breeze', 'would', 'totally', 'endorse', 'phone', 'seller']",5,positive
Great,['great'],5,positive
