tokenized,topic
"['recently', 'purchased', 'arrived', 'absolutely', 'flawless', 'condition', 'battery', 'cycle', 'count', 'impressively', 'low', 'indicating', 'minimal', 'use', 'however', 'found', 'quite', 'puzzling', 'app', 'indicated', 'ineligible', 'seemed', 'rather', 'suspicious', 'reached', 'clarification', 'unable', 'provide', 'explanation', 'issue', 'despite', 'functioned', 'perfectly', 'need', 'absolutely', 'adore']",0
"['got', 'three', 'day', 'gon', 'na', 'two', 'got', 'delayed', 'shipping', 'said', 'would', 'week', 'got', 'requested', 'refund', 'gave', 'minimal', 'imperfection', 'take', 'light', 'actually', 'see', 'anything', 'condition', 'got', 'excellent', 'would', 'say', 'excellent', 'condition', 'battery', 'health']",3
"['purchased', 'pro', 'max', 'renewed', 'see', 'need', 'pay', 'full', 'price', 'arrived', 'aftermarket', 'box', 'charger', 'expected', 'issue', 'small', 'scratch', 'noticeable', 'wear', 'casing', 'disappointing', 'understandable', 'renewed', 'product', 'discounted', 'battery', 'life', 'decent', 'ran', 'battery', 'health', 'check', 'upon', 'receiving', 'found', 'around', 'charging', 'cycle', 'expected', 'given', 'release', 'date', 'said', 'four', 'month', 'use', 'battery', 'held', 'well', 'fast', 'responsive', 'everything', 'expected', 'pro', 'max', 'love', 'charging', 'access', 'new', 'ai', 'feature', 'make', 'experience', 'even', 'great', 'option', 'okay', 'wear', 'tear', 'offer', 'solid', 'performance', 'reasonable', 'price', 'manage', 'expectation', 'regarding', 'cosmetic', 'condition']",0
"['got', 'birthday', 'partner', 'first', 'hesitant', 'review', 'must', 'say', 'using', 'month', 'happy', 'scratch', 'issue', 'screen', 'spotless', 'battery', 'life', 'excellent', 'complaint', 'packaged', 'box']",2
"['everything', 'perfect', 'charger', 'cable', 'type', 'listing', 'say', 'come', 'charging', 'cable', 'little', 'disappointed', 'arrived', 'perfectly', 'perfect', 'condition']",2
"['described', 'far', 'come', 'charger', 'charging', 'block', 'battery', 'dead', 'arrival']",2
"['thank', 'much', 'came', 'time', 'good', 'condition', 'one', 'scratch', 'got', 'switch', 'stuff', 'old', 'connected', 'subscribe', 'problem', 'issue', 'highly', 'recommend', 'anyone', 'looking', 'get', 'new', 'person', 'place', 'right', 'go']",2
"['super', 'easy', 'set', 'even', 'call', 'cellular', 'company', 'switch', 'service', 'automatically', 'seamlessly', 'setting', 'also', 'happy', 'bought', 'amazon', 'versus', 'getting', 'mobile', 'carrier', 'got', 'one', 'terabyte', 'storage', 'less', 'mobile', 'company', 'would', 'gb', 'happy', 'purchase', 'issue', 'lot', 'cosmetic', 'damage', 'like', 'film', 'around', 'camera', 'seemed', 'like', 'like', 'plastic', 'get', 'ripped', 'correctly', 'came', 'perfect', 'problem']",3
"['went', 'year', 'old', 'plus', 'pro', 'max', 'worried', 'making', 'switch', 'us', 'different', 'cable', 'lightening', 'cable', 'needed', 'invest', 'extra', 'cable', 'plug', 'brick', 'overall', 'worthwhile', 'switch', 'super', 'easy', 'put', 'plus', 'info', 'new', 'make', 'back', 'old', 'itunes', 'sure', 'tick', 'box', 'name', 'use', 'set', 'new', 'faultless', 'smooth', 'bit', 'learning', 'curve', 'learning', 'navigate', 'new', 'first', 'knowing', 'navigate', 'without', 'button', 'read', 'read', 'read', 'ask', 'siri', 'new', 'method', 'needed', 'learn', 'patient', 'practice', 'remember', 'nobody', 'afraid', 'upgrade', 'sooooo', 'worth', 'thanks', 'tech', 'head']",3
"['burn', 'hand', 'use']",1
"['work', 'great', 'nothing', 'wrong', 'sent', 'lightning', 'cable', 'charging', 'cord', 'need', 'usb', 'c']",3
"['beautiful', 'ca', 'find', 'scratch', 'even', 'sleek', 'anywhere', 'battery', 'manufacture', 'jan', 'first', 'started', 'apr', 'problem', 'getting', 'connected', 'network', 'router', 'nice', 'man', 'ran', 'remote', 'diagnostic', 'verified', 'every', 'module', 'perfectly', 'functional', 'could', 'happier', 'purchase']",0
"['besides', 'ridiculous', 'price', 'phone', 'work', 'like', 'charm', 'thing', 'like', 'concerning', 'phone', 'besides', 'price', 'sim', 'card', 'opening', 'micro', 'sd', 'card', 'slot', 'either', 'purchase', 'price', 'year', 'harsh', 'still', 'high', 'charge', 'higher', 'micro', 'sd', 'gig', 'name', 'brand', 'without', 'making', 'option', 'add', 'micro', 'sd', 'storage', 'choice']",3
"['really', 'love', 'upgraded', 'pro', 'max', 'loving', 'far', 'bought', 'transferred', 'data', 'stuff', 'old', 'new', 'one', 'tried', 'get', 'activated', 'carrier', 'said', 'still', 'locked', 'even', 'though', 'say', 'unlocked', 'hard', 'time', 'getting', 'esim', 'cut', 'hassle', 'battery', 'health', 'bad', 'thought', 'would', 'least', 'something', 'price', 'scratch', 'anything', 'broken', 'look', 'brand', 'new', 'give', 'star']",2
"['arrived', 'next', 'day', 'expected', 'absolutely', 'scratch', 'damage', 'battery', 'health', 'perfectly', 'fine', 'tad', 'bit', 'skeptical', 'happy', 'took', 'chance', 'got', 'wanting']",0
"['sure', 'expect', 'refurbished', 'amazon', 'pleasantly', 'surprised', 'quality', 'ease', 'setup', 'pro', 'max', 'seemed', 'like', 'brand', 'new', 'except', 'one', 'thing', 'setting', 'presented', 'option', 'number', 'different', 'number', 'recognize', 'guessing', 'previous', 'owner', 'number', 'number', 'remained', 'setting', 'deep', 'dive', 'deleted', 'number', 'weird', 'encounter', 'every', 'thing', 'else', 'smooth', 'setup', 'easy', 'verizon', 'store', 'visit', 'used', 'icloud', 'transfer']",0
"['perfect', 'new', 'love', 'value', 'money', 'sure', 'set', 'seamless', 'pro', 'max']",2
"['first', 'time', 'ever', 'order', 'amazon', 'skeptical', 'everything', 'perfect', 'also', 'meet', 'stranger']",1
"['description', 'say', 'unlocked', 'carrier', 'said', 'otherwise', 'call', 'verizon', 'unlock', 'unable', 'turn', 'prepaid', 'service', 'activated', 'verizon', 'day', 'becomes', 'unlocked', 'paying', 'phone', 'day', 'since', 'want', 'lose', 'old', 'number', 'huge', 'deal', 'wanted', 'people', 'aware', 'went', 'hassle', 'order', 'get', 'figure']",3
"['shipped', 'promptly', 'arrived', 'well', 'packaged', 'issue', 'battery', 'appearance', 'performance', 'buy']",3
"['fast', 'shipping', 'adequate', 'battery', 'life']",0
"['pro', 'max', 'look', 'exceptional', 'far', 'exceeds', 'expectation', 'battery', 'health', 'well', 'also', 'shipped', 'instantly', 'showed', 'early', 'love', 'thank', 'much', 'gentleman']",2
"['time', 'easy', 'transfer', 'data', 'look', 'work', 'like', 'new', 'next', 'time', 'charge', 'great']",2
"['good', 'writing', 'review', 'okay', 'condition', 'lot', 'scuff', 'outer', 'titanium', 'battery', 'life', 'ideal', 'upgrading', 'besides', 'two', 'inconvenience', 'good', 'product', 'good', 'delivered', 'relatively', 'quick']",1
"['recently', 'review', 'item', 'realized', 'esim', 'card', 'rely', 'physical', 'sim', 'card', 'apology', 'initial', 'bad', 'review']",2
"['happy', 'noticeable', 'scratch', 'screen', 'pretty', 'small', 'enough', 'notice', 'almost', 'like', 'chip', 'screen', 'perfect', 'experience']",1
"['came', 'stretch', 'screen', 'expecting', 'everything', 'else', 'good']",0
"['happy', 'got', 'shipped', 'got', 'fast', 'problem', 'transferring', 'everything', 'including', 'number', 'service', 'battery', 'health', 'great', 'used', 'little', 'two', 'year', 'look', 'brand', 'new']",2
"['good', 'overall', 'deal', 'look', 'brand', 'new', 'battery', 'life', 'might', 'questionable']",2
"['purchased', 'refurbished', 'new', 'screen', 'little', 'scratchy', 'work', 'well']",2
"['received', 'mine', 'came', 'excellent', 'condition', 'mentioned', 'description', 'minor', 'scratch', 'screen', 'ca', 'barely', 'see', 'gave', 'star', 'started', 'using', 'today', 'comeback', 'week']",3
"['wow', 'excellent', 'condition', 'great', 'price']",0
"['excellent', 'condition', 'happy']",0
"['excellent', 'value', 'money', 'general', 'cell', 'perfect', 'condition', 'detail', 'camera', 'frame', 'almost', 'noticeable']",1
"['love', 'however', 'battery', 'battery', 'life', 'got', 'highly', 'disappointing', 'everything', 'else', 'great']",0
"['fair', 'scratch', 'screen', 'ever', 'scratch', 'camera', 'also', 'back', 'get', 'warm', 'normal', 'use', 'sure', 'problem', 'preforming', 'amazing', 'far']",1
"['work', 'great', 'come', 'scratch', 'screen', 'used', 'guess', 'get', 'get', 'hope', 'blemish', 'subtle', 'keep', 'buying', 'renewed', 'though']",2
"['carefully', 'read', 'review', 'decided', 'take', 'chance', 'needed', 'switched', 'galaxy', 'fe', 'rip', 'say', 'renewed', 'bad', 'set', 'easy', 'battery', 'capacity', 'still', 'good', 'opinion', 'issue', 'switching', 'esim', 'apps', 'contact', 'transferred', 'scratch', 'crack', 'whatsoever', 'pleased', 'purchase']",2
"['perfect', 'condition']",1
"['really', 'good', 'experience', 'miner', 'scratch', 'little', 'screen', 'warp', 'barely', 'see', 'wonderful', 'second', 'time', 'buying', 'amazon', 'continue']",1
"['condition', 'scratch', 'screen', 'battery', 'capacity', 'would', 'look', 'elsewhere', 'refurbished', 'electronics']",2
"['received', 'good', 'condition', 'renewed', 'one', 'stretch', 'nothing', 'issue', 'decent', 'buy']",1
"['great', 'version', 'e', 'sim', 'working', 'perfect']",0
"['buy', 'something', 'excellent', 'condition', 'battery', 'life', 'also', 'excellent', 'pro', 'ma', 'battery', 'life']",0
"['buy', 'bought', 'atnt', 'option', 'returned', 'day', 'atnt', 'provider', 'blocked', 'cellular', 'service', 'due', 'unpaid', 'installment', 'plan', 'contacted', 'provider', 'lifted', 'block', 'even', 'day', 'later', 'completely', 'blocked', 'using', 'service', 'number', 'company', 'sell', 'phone', 'paid', 'fully', 'get', 'really', 'good', 'condition', 'price', 'upset', 'return', 'still', 'waiting', 'refund', 'great', 'use', 'old', 'broken', 'im', 'beyond', 'pissed']",0
"['mine', 'came', 'like', 'new', 'condition', 'battery', 'cycle', 'buck', 'happier']",2
"['bought', 'work', 'great']",0
"['decent', 'condition', 'scratch', 'screen', 'body', 'battery', 'unfortunately', 'health']",1
"['bought', 'refurbished', 'pro', 'max', 'found', 'battery', 'cycle', 'show', 'time', 'already', 'battery', 'capacity', 'disappointment', 'think', 'paid', 'deserves', 'better', 'battery', 'condition', 'want', 'replace', 'another', 'better', 'battery', 'condition']",2
"['previously', 'bought', 'pro', 'seller', 'directcertified', 'good', 'experience', 'hoping', 'pro', 'max', 'would', 'excellent', 'condition', 'also', 'surprise', 'one', 'bit', 'worse', 'first', 'frame', 'around', 'deep', 'scratch', 'visible', 'inch', 'away', 'screen', 'look', 'alright', 'one', 'small', 'deep', 'scratch', 'still', 'visible', 'even', 'screen', 'protector', 'back', 'glass', 'flawless', 'scratch', 'including', 'satisfied', 'battery', 'health', 'cycle', 'although', 'feel', 'worth', 'price', 'spending', 'around', 'excellent', 'quality', 'expect', 'near', 'flawless', 'high', 'expectation', 'guess', 'lucky', 'get']",0
"['wrong', 'usb', 'charging', 'work', 'pro', 'max']",3
['best'],2
"['scratch', 'screen', 'weak', 'battery', 'health']",0
"['expecting', 'perfect', 'expect', 'excellent', 'condition', 'since', 'paid', 'function', 'well', 'battery', 'life', 'good', 'however', 'minor', 'scratch', 'screen', 'speaker', 'area', 'dirty', 'camera', 'error']",0
"['son', 'thought', 'last', 'thirsty', 'milk', 'gave', 'drink', 'lead', 'purchase', 'max', 'researching', 'wha', 'said', 'happy', 'seller', 'purchase', 'electronics', 'seller']",3
"['amazing', 'condition', 'single', 'scratch', 'battery', 'amazing', 'age', 'turned', 'like', 'brand', 'new', 'recommend', 'price', 'beat', 'like', 'brand', 'new']",2
"['great', 'product', 'almost', 'look', 'brand', 'new']",2
"['damage', 'took', 'spectrum', 'day', 'got', 'issue', 'came', 'time', 'expected', 'work', 'little', 'nervous', 'purchasing', 'electronics', 'amazon', 'saved', 'lot']",3
"['first', 'time', 'buying', 'refurbished', 'took', 'chance', 'ok', 'great', 'condition', 'everything', 'work', 'however', 'battery', 'life', 'terrible', 'sure', 'issue', 'refurbished', 'issue']",2
"['good', 'item']",0
"['battery', 'life', 'near', 'perfect']",1
"['came', 'really', 'good', 'shape', 'described']",1
"['looking', 'used', 'pro', 'max', 'searched', 'online', 'everywhere', 'deal', 'weird', 'flaky', 'people', 'either', 'abused', 'phone', 'wanted', 'crazy', 'amount', 'money', 'like', 'new', 'price', 'fair']",3
"['dirty', 'gunk', 'around', 'camera', 'ear', 'hole', 'able', 'clean', 'annoying', 'work', 'well', 'far']",1
['great'],0
"['love', 'compatible', 'straight', 'talk', 'look', 'like', 'new', 'loving', 'large', 'screen', 'since', 'bifocals', 'always', 'wear', 'work', 'great', 'use', 'watch', 'video', 'netflix', 'treadmill', 'elliptical', 'read', 'email', 'etc', 'highly', 'recommend', 'seller']",2
"['seller', 'lied', 'saying', 'fully', 'unlocked', 'network', 'provider', 'globally', 'got', 'still', 'network', 'locked', 'know', 'service', 'provider', 'locked', 'apart', 'function', 'well', 'mint', 'condition', 'unlocking', 'iphones', 'really', 'expensive', 'though', 'actually', 'till', 'upset', 'actually', 'worth', 'money', 'paid', 'lot', 'bad', 'review', 'seller', 'name', 'careful', 'buying', 'honestly', 'think', 'seller', 'removed', 'amazon', 'marketplace', 'dishonesty', 'many', 'others']",1
"['trouble', 'never', 'one', 'got', 'help', 'verizon', 'whitch', 'got', 'going', 'new']",1
"['used', 'something', 'always', 'hesitant', 'tool', 'gamble', 'cause', 'right', 'good', 'deal', 'got', 'impressed', 'condition', 'outside', 'cosmetically', 'great', 'condition', 'battery', 'health', 'perfect', 'issue', 'deep', 'scratch', 'display', 'bought', 'excellent', 'condition', 'excellent', 'however', 'good', 'condition', 'everything', 'else', 'would', 'definitely', 'take', 'gamble', 'cause', 'get', 'right', 'one', 'environmentally', 'friendly', 'get', 'great', 'deal', 'seller', 'understanding', 'return', 'process', 'would', 'recommend']",1
"['like', 'new', 'price', 'even', 'better', 'new', 'work', 'great', 'scratch', 'came', 'perfect', 'condition']",2
"['good', 'easy', 'use']",0
"['unit', 'delivered', 'quickly', 'brown', 'box', 'packaging', 'absolutely', 'flawless', 'perfect', 'working', 'condition', 'exactly', 'described', 'issue', 'whatsoever', 'honestly', 'brown', 'box', 'would', 'think', 'brand', 'new']",0
"['daughter', 'use', 'school']",0
"['could', 'cheaper', 'since', 'already']",2
"['came', 'immaculate', 'condition', 'outside', 'refurbished', 'would', 'randomly', 'drop', 'battery', 'life', 'hour', 'use', 'hard', 'reset', 'returning', 'kept', 'turning', 'recommend', 'buying']",1
"['ordered', 'pro', 'max', 'directcertified', 'excited', 'recieved', 'upset', 'see', 'deep', 'scratch', 'front', 'screen', 'work', 'good', 'everything', 'else', 'good', 'customer', 'service', 'nice', 'helpful', 'expect', 'see', 'scratch', 'value', 'ok', 'condition', 'excellent', 'condition', 'like', 'wanted', 'paid', 'money', 'beware']",0
"['comparing', 'galaxy', 'z', 'fold', 'five', 'cell', 'signal', 'live', 'basement', 'apartment', 'fold', 'five', 'pick', 'four', 'bar', 'pro', 'max', 'pick', 'one', 'bar', 'see', 'winner', 'come', 'cell', 'signal', 'first', 'since', 'know', 'gravitate', 'back', 'cell', 'make', 'best', 'say', 'clearly', 'leading', 'innovator', 'really', 'need', 'step', 'game', 'way', 'get', 'full', 'year', 'warranty', 'vendor', 'mine', 'expires', 'november']",1
"['far', 'good', 'enjoying', 'beautiful', 'like', 'size', 'quite', 'big', 'hope', 'serve', 'good']",1
"['dual', 'sim', 'feature', 'allows', 'use', 'two', 'sim', 'card', 'without', 'carrying', 'extra']",3
"['super', 'lucky', 'high', 'fashion', 'justice', 'even', 'send', 'text', 'message', 'use', 'internet']",2
"['hd', 'screen', 'delivers', 'vibrant', 'color', 'strong', 'contrast', 'immersive', 'viewing', 'experience']",0
"['android', 'operating', 'system', 'easy', 'use', 'navigate']",2
"['battery', 'last', 'longer', 'expected', 'perfect', 'use']",0
"['camera', 'take', 'stunning', 'detailed', 'photo', 'every', 'time']",2
"['like', 'pro', 'max', 'huness', 'model', 'work', 'fine', 'trying', 'find', 'case']",2
"['great', 'issue', 'look', 'work', 'like', 'new', 'highly', 'recommend']",2
"['cell', 'reliable', 'product', 'high', 'definition', 'screen', 'quick', 'response', 'great', 'sound']",0
"['shortcut', 'key', 'camera']",0
"['using', 'shortcut', 'take', 'picture', 'shortcut', 'take', 'picture']",0
"['core', 'processor', 'ensures', 'fast', 'smooth', 'performance', 'lagging']",3
"['still', 'perfect', 'operating', 'condition']",1
"['come', 'variety', 'accessory', 'offer', 'excellent', 'value', 'price']",2
"['camera', 'quality', 'outstanding', 'battery', 'life', 'impressive']",0
"['latest', 'greatest', 'cell', 'deal', 'said', 'happy', 'purchase']",3
"['magnesium', 'aluminum', 'body', 'feel', 'premium', 'durable', 'comfortable', 'hold', 'look', 'great']",0
"['worried', 'used', 'afford', 'brand', 'new', 'one', 'liked', 'review', 'took', 'chance', 'puretalk', 'walked', 'process', 'old', 'next', 'bought', 'problem', 'love']",0
"['got', 'perfect', 'condition', 'even', 'battery', 'life', 'glad', 'got', 'refurbished', 'amazon']",1
"['overall', 'good', 'purchase', 'fast', 'shipping', 'almost', 'great', 'got', 'yr', 'old', 'first', 'type', 'return', 'anything', 'dealing', 'one', 'issue', 'front', 'camera', 'broken', 'stay', 'pink', 'suck', 'main', 'use', 'send', 'back', 'wait', 'another', 'anywho', 'worst', 'refurbish', 'bought', 'else', 'great']",3
"['screen', 'sunken', 'middle', 'ca', 'put', 'screen', 'protector', 'correctly']",1
"['sure', 'face', 'protective', 'screen', 'please', 'advise', 'happy', 'everything']",3
"['came', 'excellent', 'condition', 'described', 'fiancé', 'happier', 'work', 'well', 'screen', 'body', 'flawless', 'great', 'battery', 'health', 'need', 'new']",0
"['hardly', 'believe', 'refurbished', 'seems', 'brand', 'new', 'bought', 'refurbished', 'electronics', 'usually', 'hang', 'phone', 'quit', 'working', 'buy', 'new', 'one', 'wireless', 'provider', 'time', 'wanted', 'unlocked', 'look', 'new', 'function', 'perfectly', 'reasonably', 'priced', 'unlocked', 'allow', 'change', 'wireless', 'provider', 'setting', 'esim', 'card', 'bit', 'complicated', 'think', 'easy', 'think', 'something', 'working', 'first', 'maybe', 'depends', 'wireless', 'provider', 'though', 'daughter', 'help', 'work', 'great']",1
"['really', 'really', 'satisfied', 'purchase', 'destroyed', 'want', 'spend', 'money', 'new', 'one', 'looked', 'best', 'quality', 'price', 'could', 'find', 'took', 'best', 'buy', 'verified', 'part', 'kind', 'condensation', 'something', 'inside', 'camera', 'lens', 'seem', 'interfere', 'photo', 'use', 'guy', 'future']",2
"['good', 'work', 'great', 'scratch', 'battery', 'good', 'look', 'like', 'new', 'thank']",0
"['work', 'great', 'however', 'picture', 'taken', 'far', 'came', 'blurry']",0
"['arrived', 'many', 'scratch', 'screen', 'scuffed', 'around', 'corner', 'description', 'product', 'say', 'excellent', 'condition', 'nothing', 'real', 'condition']",1
"['good', 'condition', 'battery', 'last', 'long', 'battery', 'last', 'hour']",0
"['received', 'today', 'might', 'early', 'physical', 'condition', 'great', 'two', 'minor', 'scratch', 'also', 'checked', 'real', 'used', 'two', 'year', 'great', 'condition', 'super', 'happy', 'thanks', 'seller']",3
"['restarts', 'every', 'buying', 'vendor']",0
"['screen', 'quality', 'good', 'sound', 'quality', 'great', 'value', 'money', 'ease', 'use']",0
"['far', 'good', 'take', 'carrier', 'yet', 'get', 'number', 'switched', 'super', 'nice', 'price', 'cant', 'beat', 'saved', 'alot', 'money', 'buy', 'purchasing', 'amazon', 'bayshine', 'trading', 'would', 'recommend', 'anyone', 'thank', 'much']",2
"['happy', 'arrived', 'activated', 'problem', 'found', 'stolen', 'day', 'later', 'deactivated', 'call', 'figure', 'working', 'thankfully', 'att', 'nice', 'enough', 'upgrade', 'newest', 'cost', 'still', 'upset', 'got', 'sold', 'stolen', 'sure', 'whoever', 'stolen', 'upset', 'sorry', 'whoever', 'never']",3
"['came', 'warranty', 'started', 'acting', 'day', 'confirmed', 'hardware', 'issue', 'genius', 'bar', 'contacted', 'seller', 'said', 'nothing', 'could', 'buy', 'seller']",1
"['love', 'mine', 'come', 'charger', 'cord', 'worked', 'well', 'far', 'week', 'durable', 'great', 'price', 'good', 'condition', 'price', 'paid', 'gig', 'one', 'little', 'scratch', 'top', 'camera', 'case', 'even', 'tell', 'happy', 'purchase', 'recommend']",1
"['issue', 'dent', 'scratch', 'nothing', 'clean', 'crips', 'complaint', 'came', 'time', 'exact', 'ordered', 'color', 'everything', 'battery', 'health', 'great']",1
"['one', 'ever', 'experienced', 'locked', 'so', 'purchased', 'november', 'fine']",1
"['far', 'good', 'nocomplaints', 'work', 'properly', 'arrived', 'quick', 'well', 'excellent', 'condition']",0
"['price', 'quality', 'great', 'size', 'perfect', 'screen', 'work', 'great', 'charge', 'fine', 'good', 'color', 'brightness', 'would', 'get', 'refurbished', 'amazon']",0
"['took', 'little', 'bit', 'get', 'happy', 'purchase', 'scratch', 'crack', 'downside', 'battery', 'price', 'think', 'worth', 'nothing', 'wrong', 'aside', 'make', 'purchase']",3
"['condition', 'expected', 'overall', 'nice']",0
"['second', 'bout', 'seller', 'satisfied', 'first', 'one', 'second', 'one', 'absolutely', 'disappointing', 'listed', 'excellent', 'condition', 'far', 'excellent', 'dirty', 'noticeable', 'scratch', 'screen', 'even', 'dirt', 'around', 'camera', 'back', 'paid', 'excellent', 'got', 'far', 'less', 'quality', 'also', 'battery', 'health', 'waste', 'money']",0
['perfect'],1
"['unlocked', 'picked', 'wrong', 'company']",3
"['took', 'chance', 'purchasing', 'refurbished', 'replace', 'old', 'one', 'truth', 'far', 'disappointed', 'came', 'well', 'packaged', 'unwrapped', 'stated', 'excellent', 'condition', 'visible', 'scratch', 'anything', 'like', 'brand', 'new', 'wow', 'update', 'review', 'use', 'pleased']",1
"['bought', 'excellent', 'condition', 'got', 'plenty', 'scratch', 'screen', 'body', 'also', 'dented']",1
"['got', 'mine', 'fast', 'open', 'today', 'love', 'fault', 'far', 'clean', 'scratch']",1
"['perfect', 'condition']",1
"['hi', 'delivered', 'non', 'genuine', 'screen', 'able', 'run', 'battery', 'performance', 'also', 'sim', 'slot', 'specified', 'clearly', 'seems', 'like', 'seller', 'conning', 'amazon', 'well', 'customer', 'seller', 'like', 'banned']",0
"['locked', 'could', 'use']",0
"['arrived', 'perfect', 'condition']",1
"['great', 'condition', 'exception', 'cleaned', 'around', 'charging', 'port', 'speaker', 'silent', 'switch', 'camera', 'paying', 'refurbed', 'throughly', 'cleaned']",3
"['far', 'good', 'hesitant', 'purchase', 'looked', 'brand', 'new', 'dirt', 'build', 'around', 'camera', 'previous', 'case', 'great', 'thank']",1
"['came', 'unlocked', 'jamaica', 'battery', 'percent', 'daughter', 'absolutely', 'loved', 'minor', 'visible', 'scratch', 'bk', 'u', 'get', 'u', 'pay', 'function', 'well']",0
"['excellent', 'condition', 'bought', 'two', 'month', 'later', 'start', 'randomly', 'shutting', 'battery', 'non', 'original', 'awful', 'quality', 'heat', 'fast', 'unless', 'low', 'power', 'brightness', 'way', 'even', 'hurt', 'hold', 'hot', 'battery', 'set', 'percent', 'standard', 'ran', 'diagnostics', 'said', 'capacity', 'seller', 'changed', 'lied']",0
"['medium', 'could', 'loaded', 'son', 'needed', 'due', 'emergency', 'would', 'returned', 'unfortunately', 'leaf', 'town', 'stuck', 'bottom', 'cracked', 'sure', 'long', 'crack', 'get', 'bigger', 'supposed', 'excellent', 'condition', 'uploaded', 'photo', 'video', 'buyer', 'beware']",2
"['wow', 'amazing', 'quality', 'body', 'look', 'flawless', 'system', 'run', 'beautifully', 'thing', 'battery', 'dy', 'really', 'quickly', 'overall', 'amazing']",0
"['screen', 'glass', 'convex', 'visible', 'able', 'stick', 'tempered', 'glass', 'tried', 'twice', 'screen', 'fails', 'respond', 'close', 'edge']",1
"['recommend', 'buy', 'buy', 'carrier', 'going', 'use', 'like', 'sprint', 'locked', 'got', 'locked', 'cricket', 'far', 'pretty', 'good', 'super', 'easy', 'set', 'great', 'price', 'semi', 'problem', 'max', 'battery', 'capacity', 'eh', 'price', 'complain']",0
"['came', 'quick', 'good', 'condition', 'service', 'requires', 'sim', 'sim', 'slot', 'tray', 'need', 'return']",0
"['excellent', 'came', 'battery', 'life', 'pretty', 'blue', 'color', 'set', 'less', 'minute', 'total', 'along', 'esim', 'account', 'transfer']",0
"['awful', 'bought', 'unlocked', 'version', 'locked', 'spent', 'entire', 'paycheck', 'entire', 'afternoon', 'fix', 'issue', 'everyone', 'told', 'either', 'scam', 'sim', 'card', 'locked', 'never', 'people']",0
['wanted'],3
"['said', 'excellent', 'condition', 'dent', 'top', 'corner', 'also', 'bought', 'day', 'later', 'dropped', 'buck', 'joke']",0
"['want', 'spend', 'older', 'mother', 'thought', 'refurbished', 'would', 'smart', 'choice', 'especially', 'since', 'would', 'first', 'went', 'wireless', 'carrier', 'add', 'plan', 'right', 'bat', 'set', 'different', 'language', 'took', 'two', 'employee', 'minute', 'switch', 'proceeded', 'transferring', 'number', 'basic', 'setup', 'got', 'home', 'created', 'id', 'tried', 'add', 'saw', 'red', 'notification', 'setting', 'said', 'unknown', 'tapping', 'revealed', 'message', 'stating', 'unable', 'verify', 'display', 'genuine', 'serious', 'spending', 'entire', 'sunday', 'setting', 'everything', 'going', 'undo', 'return', 'furious', 'beyond', 'furious', 'mom', 'understand', 'plan', 'dad', 'handled', 'passed', 'away', 'recently', 'added', 'plan', 'help', 'make', 'sure', 'reliable', 'way', 'communicating', 'since', 'moved', 'texas', 'back', 'california', 'set', 'visit', 'set', 'fly', 'home', 'tomorrow', 'already', 'tied', 'mine', 'husband', 'plan', 'plan', 'father', 'cancelled', 'anyone', 'ever', 'dealt', 'change', 'plan', 'know', 'main', 'account', 'holder', 'person', 'everything', 'mean', 'need', 'send', 'mother', 'home', 'without', 'get', 'new', 'drag', 'husband', 'store', 'connect', 'new', 'reset', 'new', 'mail', 'texas', 'california', 'way', 'contacting', 'contact', 'fact', 'repaired', 'using', 'part', 'completely', 'derailed', 'everything', 'deliberate', 'seller', 'knowingly', 'passed', 'product', 'unauthorized', 'repair', 'legitimate', 'charged', 'accordingly', 'simple', 'refund', 'enough', 'seller', 'removed', 'amazon', 'prime', 'amazon', 'need', 'better', 'job', 'vetting', 'prime', 'seller', 'always', 'trusted', 'amazon', 'ensure', 'prime', 'vendor', 'reputable', 'clearly', 'trust', 'misplaced', 'lesson', 'learned']",2
"['medium', 'could', 'loaded', 'totally', 'recommend', 'came', 'good', 'condition', 'scratch', 'anything', 'battery', 'health']",1
"['used', 'look', 'like', 'brand', 'new']",2
"['medium', 'could', 'loaded', 'nice', 'look', 'brand', 'new', 'scratch', 'love']",2
"['ordered', 'excellent', 'condition', 'excellent', 'like', 'described', 'besides', 'little', 'dent', 'bottom', 'corner', 'obviously', 'interfere', 'functionality', 'wise', 'look', 'flawless', 'upon', 'unboxing', 'single', 'scratch', 'battery', 'life', 'received', 'really', 'good', 'battery', 'life', 'beyond', 'expecting', 'charge', 'really', 'fast', 'charging', 'cable', 'already', 'laying', 'around', 'old', 'previous', 'phone', 'problem', 'connecting', 'courier', 'honestly', 'complaint', 'end', 'major', 'steal', 'pleased', 'purchase', 'seller', 'thinking', 'purchasing', 'specific', 'seller', 'highly', 'recommend', 'disappointed']",2
"['glitching', 'lag', 'work', 'good', 'new', 'honestly', 'complaint', 'writing', 'review', 'right', 'box', 'presentation', 'giving', 'brand', 'new', 'could', 'tell', 'refurbished', 'already', 'know', 'look', 'good', 'feel', 'good', 'definitely', 'give', 'quality']",1
